"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"grp_1","integer",518,0,87,66.476833976834,69,69,NA,22.444654561614,NA,0,100,100,-0.695806608181393,-3.24190413308545,0.43003126906819,1.00370749625871,NA,NA
"grp_2","integer",518,0,83,69.4980694980695,72,72,NA,21.5490757461104,NA,0,100,100,-0.72209098624518,-3.36436838231598,0.560637607990284,1.30854709947888,NA,NA
"grp_3","integer",518,0,66,80.3301158301158,82,82,NA,17.5993752193181,NA,0,100,100,-1.24348145090357,-5.79363232211278,2.47664779697348,5.78057954902049,NA,NA
"rec_1","integer",518,0,80,72.8088803088803,75,75,NA,20.7109647349555,NA,0,100,100,-0.838767483815866,-3.9079878525262,0.76146407443316,1.77728285037587,NA,NA
"rec_2","integer",518,0,67,79.4266409266409,80,80,NA,17.5037278347937,NA,2,100,98,-0.880217531063922,-4.10111203086834,0.844729420000823,1.9716269772714,NA,NA
"rec_3","integer",518,0,60,80.3803088803089,81,81,NA,16.4135434448216,NA,0,100,100,-1.02923675426718,-4.79542282057828,1.83578870640787,4.28479280160551,NA,NA
"her_1","integer",518,0,80,73.8610038610039,75,75,NA,19.0803042990178,NA,0,100,100,-0.77402635703179,-3.60634580999017,0.76382812265076,1.78280061870621,NA,NA
"her_2","integer",518,0,77,75.530888030888,78,78,NA,20.5730761404103,NA,0,100,100,-0.972199726856967,-4.52967573981491,1.16364781376206,2.71599327232373,NA,NA
"her_3","integer",518,0,85,73.1756756756757,78,78,NA,24.9215796554172,NA,0,100,100,-1.09701633742027,-5.11122164769367,0.803047096372112,1.87433902707589,NA,NA
"def_1","integer",518,0,98,53.6583011583012,54,54,NA,25.6233890112094,NA,0,100,100,-0.261551300088002,-1.2186205632415,-0.552467817726285,-1.28947853325902,NA,NA
"def_2","integer",518,0,91,66.4015444015444,70,70,NA,26.0434274561619,NA,0,100,100,-0.748372915908799,-3.48682122395346,0.0295803462070139,0.0690415264318834,NA,NA
"def_3","integer",518,0,79,75.5714285714286,78,78,NA,21.3053174473785,NA,0,100,100,-0.895466319804167,-4.17215923085219,0.616863494120602,1.43978021542199,NA,NA
"fai_1","integer",518,0,85,78.0212355212355,83.5,83.5,NA,22.4330840927741,NA,0,100,100,-1.23965898884326,-5.77582269598079,1.35861339225247,3.17104951292518,NA,NA
"fai_2","integer",518,0,60,84.9266409266409,91,91,NA,16.9632218137972,NA,0,100,100,-1.53305694612243,-7.14282329522519,3.21801856695705,7.51096394862937,NA,NA
"fai_3","integer",518,0,89,69.5,74,74,NA,25.8761931017503,NA,0,100,100,-0.873614823568897,-4.07034867727844,0.165104317200037,0.385359048883666,NA,NA
"pro_1","numeric",518,0,98,57.2625482625483,53,53,NA,29.4757643434262,NA,1,101,100,-0.0997364395936591,-0.464692303775332,-1.15849532457252,-2.70396718865048,NA,NA
"pro_2","numeric",518,0,99,64.2567567567568,71,71,NA,28.8476573289441,NA,1,101,100,-0.458633884688674,-2.13686830343761,-0.922372982034851,-2.15284967165511,NA,NA
"pro_3","numeric",518,0,99,67.4343629343629,73.5,73.5,NA,29.7654034482432,NA,1,101,100,-0.619281318407525,-2.88535728474223,-0.892684569749399,-2.08355591534874,NA,NA
